,5_n,5_p,5_l,6_n,6_p,6_l
8384,HIST2H2AC,0.9099606878026778,0.10175058,HIST2H2AC,0.9099606878026778,-0.10175058
8385,PKN1,0.9099606878026778,-0.25805598,PKN1,0.9099606878026778,0.25805598
8386,RP11-77H9.8,0.9099959023966046,-0.16353358,RP11-77H9.8,0.9099959023966046,0.16353358
8387,HRASLS2,0.9100311171673503,-0.08337807,HRASLS2,0.9100311171673503,0.08337807
8388,TTC28,0.9101719780171507,-0.3068453,TTC28,0.9101719780171507,0.3068453
8389,R3HDM4,0.9103832745847589,-0.14461684,R3HDM4,0.9103832745847589,0.14461684
8390,YIPF1,0.9104184912959858,-0.18370824,YIPF1,0.9104184912959858,0.18370824
8391,NFXL1,0.9104889252463585,0.09089279,NFXL1,0.9104889252463585,-0.09089279
8392,ZBTB41,0.910524142485367,-0.082274586,ZBTB41,0.910524142485367,0.082274586
8393,PATL1,0.910524142485367,-0.3607075,PATL1,0.910524142485367,0.3607075
8394,TAPT1,0.9106650131986148,-0.33822253,TAPT1,0.9106650131986148,0.33822253
8395,USP39,0.9106650131986148,-0.30096954,USP39,0.9106650131986148,0.30096954
8396,LCA5L,0.9107706680767041,20.951504,LCA5L,0.9107706680767041,-20.951504
8397,VMO1,0.9107706680767041,21.002838,VMO1,0.9107706680767041,-21.002838
8398,GSG2,0.9107706680767041,21.222517,GSG2,0.9107706680767041,-21.222517
8399,KB-1254G8.1,0.9107706680767041,20.817503,KB-1254G8.1,0.9107706680767041,-20.817503
8400,ATP1A3,0.9107706680767041,21.074118,ATP1A3,0.9107706680767041,-21.074118
8401,SHBG,0.9107706680767041,20.44179,SHBG,0.9107706680767041,-20.44179
8402,HEG1,0.9107706680767041,20.972483,HEG1,0.9107706680767041,-20.972483
8403,RAG1,0.9107706680767041,20.591259,RAG1,0.9107706680767041,-20.591259
8404,CDKL1,0.9107706680767041,20.828323,CDKL1,0.9107706680767041,-20.828323
8405,NR1I3,0.9107706680767041,20.765224,NR1I3,0.9107706680767041,-20.765224
8406,CTC-301O7.4,0.9107706680767041,20.564352,CTC-301O7.4,0.9107706680767041,-20.564352
8407,RP11-33O4.1,0.9107706680767041,20.469322,RP11-33O4.1,0.9107706680767041,-20.469322
8408,ATP6V1C2,0.9107706680767041,20.551485,ATP6V1C2,0.9107706680767041,-20.551485
8409,PIFO,0.9107706680767041,20.871483,PIFO,0.9107706680767041,-20.871483
8410,KIF14,0.9107706680767041,20.867176,KIF14,0.9107706680767041,-20.867176
8411,CELSR3,0.9107706680767041,21.374475,CELSR3,0.9107706680767041,-21.374475
8412,FAM157C,0.9107706680767041,20.745758,FAM157C,0.9107706680767041,-20.745758
8413,NMU,0.9107706680767041,21.215683,NMU,0.9107706680767041,-21.215683
8414,GRM3,0.9107706680767041,20.739697,GRM3,0.9107706680767041,-20.739697
8415,RP11-672L10.6,0.9107706680767041,20.812311,RP11-672L10.6,0.9107706680767041,-20.812311
8416,LINC01422,0.9107706680767041,20.961071,LINC01422,0.9107706680767041,-20.961071
8417,LINC01301,0.9107706680767041,20.652761,LINC01301,0.9107706680767041,-20.652761
8418,ACTRT3,0.9107706680767041,20.412582,ACTRT3,0.9107706680767041,-20.412582
8419,IQCC,0.9107706680767041,21.107134,IQCC,0.9107706680767041,-21.107134
8420,ATP13A4,0.9107706680767041,21.201328,ATP13A4,0.9107706680767041,-21.201328
8421,RGS12,0.9107706680767041,20.915062,RGS12,0.9107706680767041,-20.915062
8422,RMRP,0.9107706680767041,20.791435,RMRP,0.9107706680767041,-20.791435
8423,SCUBE1,0.9107706680767041,21.095894,SCUBE1,0.9107706680767041,-21.095894
8424,FAM72B,0.9107706680767041,21.541279,FAM72B,0.9107706680767041,-21.541279
8425,RP11-428O18.6,0.9107706680767041,20.647184,RP11-428O18.6,0.9107706680767041,-20.647184
8426,SERHL2,0.9107706680767041,21.290056,SERHL2,0.9107706680767041,-21.290056
8427,RP11-10L7.1,0.9107706680767041,20.785538,RP11-10L7.1,0.9107706680767041,-20.785538
8428,CHRNA5,0.9107706680767041,20.87251,CHRNA5,0.9107706680767041,-20.87251
8429,IGHV3-16,0.9107706680767041,20.828136,IGHV3-16,0.9107706680767041,-20.828136
8430,IGKV3-7,0.9107706680767041,20.98609,IGKV3-7,0.9107706680767041,-20.98609
8431,HECTD2,0.9107706680767041,20.610874,HECTD2,0.9107706680767041,-20.610874
8432,RP11-117D22.2,0.9107706680767041,21.035864,RP11-117D22.2,0.9107706680767041,-21.035864
8433,RP11-65J21.4,0.9107706680767041,20.85126,RP11-65J21.4,0.9107706680767041,-20.85126
8434,RP3-465N24.6,0.9107706680767041,21.229313,RP3-465N24.6,0.9107706680767041,-21.229313
8435,RP11-309M23.1,0.9107706680767041,21.041386,RP11-309M23.1,0.9107706680767041,-21.041386
8436,TMEM71,0.9107706680767041,21.158274,TMEM71,0.9107706680767041,-21.158274
8437,RP11-498C9.15,0.9107706680767041,20.871136,RP11-498C9.15,0.9107706680767041,-20.871136
8438,IDO1,0.9107706680767041,21.109627,IDO1,0.9107706680767041,-21.109627
8439,KIF20A,0.9107706680767041,21.481306,KIF20A,0.9107706680767041,-21.481306
8440,KLRC2,0.9107706680767041,21.306017,KLRC2,0.9107706680767041,-21.306017
8441,GPR34,0.9107706680767041,20.78,GPR34,0.9107706680767041,-20.78
8442,IL17C,0.9107706680767041,20.85006,IL17C,0.9107706680767041,-20.85006
8443,ATP2A1,0.9107706680767041,20.789543,ATP2A1,0.9107706680767041,-20.789543
8444,CCL20,0.9107706680767041,20.816454,CCL20,0.9107706680767041,-20.816454
8445,GLIS1,0.9107706680767041,20.866098,GLIS1,0.9107706680767041,-20.866098
8446,Z83851.4,0.9107706680767041,20.79508,Z83851.4,0.9107706680767041,-20.79508
8447,IGKJ2,0.9107706680767041,20.564772,IGKJ2,0.9107706680767041,-20.564772
8448,MGC45922,0.9107706680767041,21.589552,MGC45922,0.9107706680767041,-21.589552
8449,MAK,0.9107706680767041,20.539768,MAK,0.9107706680767041,-20.539768
8450,DND1,0.9107706680767041,20.816805,DND1,0.9107706680767041,-20.816805
8451,MAFA,0.9107706680767041,21.016191,MAFA,0.9107706680767041,-21.016191
8452,AL358852.1,0.9107706680767041,21.006973,AL358852.1,0.9107706680767041,-21.006973
8453,ADGRF3,0.9107706680767041,20.398544,ADGRF3,0.9107706680767041,-20.398544
8454,TMPRSS11E,0.9107706680767041,21.962278,TMPRSS11E,0.9107706680767041,-21.962278
8455,RP11-153I24.5,0.9107706680767041,21.300875,RP11-153I24.5,0.9107706680767041,-21.300875
8456,RP11-367F23.2,0.9107706680767041,21.25884,RP11-367F23.2,0.9107706680767041,-21.25884
8457,LRFN4,0.9107706680767041,20.707386,LRFN4,0.9107706680767041,-20.707386
8458,LINC01507,0.9107706680767041,20.73364,LINC01507,0.9107706680767041,-20.73364
8459,RP4-563E14.1,0.9107706680767041,21.24802,RP4-563E14.1,0.9107706680767041,-21.24802
8460,PRKAR2B,0.9107706680767041,20.592295,PRKAR2B,0.9107706680767041,-20.592295
8461,CUBN,0.9107706680767041,20.87857,CUBN,0.9107706680767041,-20.87857
8462,CTA-212A2.2,0.9107706680767041,20.638983,CTA-212A2.2,0.9107706680767041,-20.638983
8463,PLEKHG4,0.9107706680767041,20.343039,PLEKHG4,0.9107706680767041,-20.343039
8464,CACNA1A,0.9107706680767041,20.856085,CACNA1A,0.9107706680767041,-20.856085
8465,CTSV,0.9107706680767041,20.869902,CTSV,0.9107706680767041,-20.869902
8466,CACNB1,0.9107706680767041,20.8961,CACNB1,0.9107706680767041,-20.8961
8467,TNFSF14,0.9107706680767041,20.551355,TNFSF14,0.9107706680767041,-20.551355
8468,GABBR1,0.9107706680767041,21.209862,GABBR1,0.9107706680767041,-21.209862
8469,RFC5,0.9108058867201115,-0.36490375,RFC5,0.9108058867201115,0.36490375
8470,HLA-DRA,0.9110172022582178,-0.118076645,HLA-DRA,0.9110172022582178,0.118076645
8471,SGSM2,0.9110876421702873,-1.2026919,SGSM2,0.9110876421702873,1.2026919
8472,BCORL1,0.9111580827811253,0.757315,BCORL1,0.9111580827811253,-0.757315
8473,SPATA33,0.9112285240901832,-0.23342556,SPATA33,0.9112285240901832,0.23342556
8474,ERAL1,0.9113341873617309,0.1554278,ERAL1,0.9113341873617309,-0.1554278
8475,SPATA2L,0.9115807410895529,0.14069259,SPATA2L,0.9115807410895529,-0.14069259
8476,ZNF200,0.9118625272010021,-0.47679204,ZNF200,0.9118625272010021,0.47679204
8477,NSA2,0.9118977512449742,-0.10766899,NSA2,0.9118977512449742,0.10766899
8478,AGO1,0.9119329754620599,-0.06302038,AGO1,0.9119329754620599,0.06302038
8479,TMTC2,0.9119329754620599,-0.38050452,TMTC2,0.9119329754620599,0.38050452
8480,USP25,0.9119329754620599,-0.1554579,USP25,0.9119329754620599,0.1554579
8481,IFI27,0.9119329754620599,-0.2511931,IFI27,0.9119329754620599,0.2511931
8482,CD226,0.9119329754620599,0.57810545,CD226,0.9119329754620599,-0.57810545
8483,CD200,0.9119329754620599,-0.37746558,CD200,0.9119329754620599,0.37746558
8484,CSTF2,0.9120034244152976,-0.64732534,CSTF2,0.9120034244152976,0.64732534
8485,LRRN1,0.9120738740601659,0.58870006,LRRN1,0.9120738740601659,-0.58870006
8486,CTC-543D15.8,0.9121443243961158,0.4551978,CTC-543D15.8,0.9121443243961158,-0.4551978
8487,PIP5KL1,0.9121443243961158,0.5077846,PIP5KL1,0.9121443243961158,-0.5077846
8488,MAP3K12,0.9121443243961158,-0.4979167,MAP3K12,0.9121443243961158,0.4979167
8489,DPY30,0.9121795498230747,-0.10934835,DPY30,0.9121795498230747,0.10934835
8490,MCC,0.9122852271390633,-0.6775711,MCC,0.9122852271390633,0.6775711
8491,MZT1,0.9122852271390633,-0.03412189,MZT1,0.9122852271390633,0.03412189
8492,LINC00936,0.9122852271390633,-0.1272979,LINC00936,0.9122852271390633,0.1272979
8493,PLD4,0.9123556795449626,-0.42600015,PLD4,0.9123556795449626,0.42600015
8494,DCAF15,0.9123909060062781,0.8675984,DCAF15,0.9123909060062781,-0.8675984
8495,LGALS9,0.9124261326397463,-0.5578127,LGALS9,0.9124261326397463,0.5578127
8496,PAQR4,0.9124261326397463,0.49029356,PAQR4,0.9124261326397463,-0.49029356
8497,ZNF180,0.9124261326397463,0.4946875,ZNF180,0.9124261326397463,-0.4946875
8498,NET1,0.9124965864228654,-0.15344878,NET1,0.9124965864228654,0.15344878
8499,ZNF846,0.9124965864228654,-0.5260692,ZNF846,0.9124965864228654,0.5260692
8500,ZSCAN32,0.9125670408937705,0.42317095,ZSCAN32,0.9125670408937705,-0.42317095
8501,ABHD13,0.9125670408937705,0.27155453,ABHD13,0.9125670408937705,-0.27155453
8502,KAT2A,0.9125670408937705,-0.4564819,KAT2A,0.9125670408937705,0.4564819
8503,ZCCHC24,0.9126374960519122,-0.33607548,ZCCHC24,0.9126374960519122,0.33607548
8504,SLC4A8,0.9126374960519122,-0.33410785,SLC4A8,0.9126374960519122,0.33410785
8505,SNX20,0.9127079518967416,-0.0043382035,SNX20,0.9127079518967416,0.0043382035
8506,FOXK2,0.9127079518967416,-0.43041062,FOXK2,0.9127079518967416,0.43041062
8507,CBFB,0.9127431800764922,-0.09994852,CBFB,0.9127431800764922,0.09994852
8508,NUP188,0.9127431800764922,0.36129034,NUP188,0.9127431800764922,-0.36129034
8509,C1QTNF6,0.9127431800764922,0.41248572,C1QTNF6,0.9127431800764922,-0.41248572
8510,CCDC142,0.9127784084277089,0.1832959,CCDC142,0.9127784084277089,-0.1832959
8511,FAM63A,0.9127784084277089,-0.22379082,FAM63A,0.9127784084277089,0.22379082
8512,COG8.1,0.9128136369503226,0.3027534,COG8.1,0.9128136369503226,-0.3027534
8513,BBS4,0.9128488656442649,0.32839048,BBS4,0.9128488656442649,-0.32839048
8514,PLCL2,0.9128488656442649,-0.056249976,PLCL2,0.9128488656442649,0.056249976
8515,PLEK,0.9128488656442649,-0.051476054,PLEK,0.9128488656442649,0.051476054
8516,ZNF174,0.9129193235458603,-0.076106615,ZNF174,0.9129193235458603,0.076106615
8517,PILRB,0.9129897821319456,-0.03191076,PILRB,0.9129897821319456,0.03191076
8518,CLK4,0.9129897821319456,0.036328394,CLK4,0.9129897821319456,-0.036328394
8519,CUL9,0.9129897821319456,0.33005795,CUL9,0.9129897821319456,-0.33005795
8520,ATF2,0.9130250116815003,-0.18006553,ATF2,0.9130250116815003,0.18006553
8521,IFT122,0.9130602414019715,-0.44957885,IFT122,0.9130602414019715,0.44957885
8522,ARAP1,0.913165931588197,-0.04919299,ARAP1,0.913165931588197,0.04919299
8523,MDN1,0.9132011619916474,0.10577706,MDN1,0.9132011619916474,-0.10577706
8524,NLE1,0.9132011619916474,-0.49166498,NLE1,0.9132011619916474,0.49166498
8525,NINJ1,0.9132716233101983,-0.27445108,NINJ1,0.9132716233101983,0.27445108
8526,LAT,0.9132716233101983,0.0744443,LAT,0.9132716233101983,-0.0744443
8527,RNF8,0.9133420853104921,-0.27901623,RNF8,0.9133420853104921,0.27901623
8528,GSTM2,0.9133420853104921,0.085913904,GSTM2,0.9133420853104921,-0.085913904
8529,UIMC1,0.9134125479919792,0.015188557,UIMC1,0.9134125479919792,-0.015188557
8530,RP11-93H24.3,0.9134125479919792,-0.25563085,RP11-93H24.3,0.9134125479919792,0.25563085
8531,SNIP1,0.9134125479919792,-0.70221215,SNIP1,0.9134125479919792,0.70221215
8532,PHF2,0.9134830113541101,-0.20159143,PHF2,0.9134830113541101,0.20159143
8533,SLC31A2,0.9136239401181053,-0.3321112,SLC31A2,0.9136239401181053,0.3321112
8534,CYB5D1,0.9136239401181053,-0.16977634,CYB5D1,0.9136239401181053,0.16977634
8535,TESC,0.9136239401181053,-0.25270995,TESC,0.9136239401181053,0.25270995
8536,AKAP1,0.9136591727336478,-0.30956742,AKAP1,0.9136591727336478,0.30956742
8537,NR4A1,0.9136944055188705,-0.089170575,NR4A1,0.9136944055188705,0.089170575
8538,ABCC1,0.9136944055188705,-0.07135052,ABCC1,0.9136944055188705,0.07135052
8539,TXNDC9,0.9137296384737045,-0.2521661,TXNDC9,0.9137296384737045,0.2521661
8540,ANKRD13D,0.9137296384737045,-0.108446755,ANKRD13D,0.9137296384737045,0.108446755
8541,TMEM143,0.9138353383551882,0.31339204,TMEM143,0.9138353383551882,-0.31339204
8542,USP3,0.9138353383551882,-0.028476758,USP3,0.9138353383551882,0.028476758
8543,MRPS7,0.9139058057896415,-0.085075125,MRPS7,0.9139058057896415,0.085075125
8544,ZNF687,0.9139410397607014,0.3159855,ZNF687,0.9139410397607014,-0.3159855
8545,FKRP,0.9139762739008918,-0.14982574,FKRP,0.9139762739008918,0.14982574
8546,EGLN1,0.9139762739008918,-0.19861002,EGLN1,0.9139762739008918,0.19861002
8547,PRMT6,0.9139762739008918,-0.012765078,PRMT6,0.9139762739008918,0.012765078
8548,MIR940,0.9140467426883893,-1.6663947,MIR940,0.9140467426883893,1.6663947
8549,ABCD3,0.9141172121515844,-0.7503911,ABCD3,0.9141172121515844,0.7503911
8550,CLCN4,0.9141172121515844,-1.9929159,CLCN4,0.9141172121515844,1.9929159
8551,NACC2,0.9141172121515844,-1.7576526,NACC2,0.9141172121515844,1.7576526
8552,PHYHD1,0.9141876822899274,-1.4399627,PHYHD1,0.9141876822899274,1.4399627
8553,RP11-306I1.2,0.9141876822899274,-1.7415013,RP11-306I1.2,0.9141876822899274,1.7415013
8554,IQCK,0.9141876822899274,-1.3937457,IQCK,0.9141876822899274,1.3937457
8555,HSD3B7,0.9141876822899274,-1.5236771,HSD3B7,0.9141876822899274,1.5236771
8556,C1QC,0.9141876822899274,-1.9664276,C1QC,0.9141876822899274,1.9664276
8557,LRRC27,0.9141876822899274,-1.450455,LRRC27,0.9141876822899274,1.450455
8558,TNFRSF10B,0.9142581531028686,-1.2075689,TNFRSF10B,0.9142581531028686,1.2075689
8559,PTGDR,0.9142581531028686,-1.3478837,PTGDR,0.9142581531028686,1.3478837
8560,PHF12,0.9142581531028686,0.049716935,PHF12,0.9142581531028686,-0.049716935
8561,RP11-141B14.1,0.914293388762142,0.03035668,RP11-141B14.1,0.914293388762142,-0.03035668
8562,RP11-806H10.4,0.9143286245898585,-1.450562,RP11-806H10.4,0.9143286245898585,1.450562
8563,CLASP1,0.9143286245898585,-0.300378,CLASP1,0.9143286245898585,0.300378
8564,RDH10,0.9143286245898585,-1.2643409,RDH10,0.9143286245898585,1.2643409
8565,DHTKD1,0.9143638605859499,-0.1248476,DHTKD1,0.9143638605859499,0.1248476
8566,CRY1,0.9143990967503473,-1.5515137,CRY1,0.9143990967503473,1.5515137
8567,GDPGP1,0.9143990967503473,-1.1922194,GDPGP1,0.9143990967503473,1.1922194
8568,ZNF577,0.9143990967503473,-1.2070775,ZNF577,0.9143990967503473,1.2070775
8569,AE000662.92,0.9143990967503473,-1.0244702,AE000662.92,0.9143990967503473,1.0244702
8570,FAM21C,0.9144343330829818,-0.1396083,FAM21C,0.9144343330829818,0.1396083
8571,SCRG1,0.9144695695837851,-1.3073598,SCRG1,0.9144695695837851,1.3073598
8572,PHLDA3,0.9144695695837851,-1.0194546,PHLDA3,0.9144695695837851,1.0194546
8573,SNX33,0.9144695695837851,-1.0095228,SNX33,0.9144695695837851,1.0095228
8574,ZNF484,0.9144695695837851,-0.999924,ZNF484,0.9144695695837851,0.999924
8575,AC012005.1,0.9144695695837851,-0.8873747,AC012005.1,0.9144695695837851,0.8873747
8576,SCML4,0.9144695695837851,-1.0356226,SCML4,0.9144695695837851,1.0356226
8577,RP11-15I11.3,0.9145400430896224,-0.8817833,RP11-15I11.3,0.9145400430896224,0.8817833
8578,CTA-276F8.1,0.9145400430896224,-1.1973836,CTA-276F8.1,0.9145400430896224,1.1973836
8579,BCL9L,0.9145400430896224,-1.197459,BCL9L,0.9145400430896224,1.197459
8580,NIPAL1,0.9145400430896224,-0.9267684,NIPAL1,0.9145400430896224,0.9267684
8581,ZCWPW2,0.9145400430896224,-0.9358926,ZCWPW2,0.9145400430896224,0.9358926
8582,SRP14-AS1,0.9146105172673094,-0.06629766,SRP14-AS1,0.9146105172673094,0.06629766
8583,CKB,0.9146105172673094,-0.71296513,CKB,0.9146105172673094,0.71296513
8584,C18ORF54,0.9146105172673094,-0.8038741,C18ORF54,0.9146105172673094,0.8038741
8585,TOP2A,0.9146105172673094,0.31444797,TOP2A,0.9146105172673094,-0.31444797
8586,GIMAP7,0.9146105172673094,-0.56111014,GIMAP7,0.9146105172673094,0.56111014
8587,RP11-414C23.1,0.9146105172673094,-0.6221069,RP11-414C23.1,0.9146105172673094,0.6221069
8588,PHF7,0.9146105172673094,-0.004665731,PHF7,0.9146105172673094,0.004665731
8589,HIST1H3G,0.9146105172673094,-0.58570427,HIST1H3G,0.9146105172673094,0.58570427
8590,DYNLRB2,0.9146105172673094,-1.2032036,DYNLRB2,0.9146105172673094,1.2032036
8591,HERC6,0.9146457546079246,-0.19140735,HERC6,0.9146457546079246,0.19140735
8592,RP11-110I1.12,0.9146809921162962,-0.10996057,RP11-110I1.12,0.9146809921162962,0.10996057
8593,GZMH,0.9146809921162962,-0.32874942,GZMH,0.9146809921162962,0.32874942
8594,ICA1L,0.9146809921162962,-0.8010067,ICA1L,0.9146809921162962,0.8010067
8595,XYLT1,0.9146809921162962,-0.54866874,XYLT1,0.9146809921162962,0.54866874
8596,XPNPEP1,0.9147162297923552,-0.34639695,XPNPEP1,0.9147162297923552,0.34639695
8597,TMEM268,0.914751467636033,0.14806882,TMEM268,0.914751467636033,-0.14806882
8598,LINC01550,0.914751467636033,-0.592781,LINC01550,0.914751467636033,0.592781
8599,ATG14,0.9148219438259703,-0.6722562,ATG14,0.9148219438259703,0.6722562
8600,SHPRH,0.9148219438259703,-0.18991119,SHPRH,0.9148219438259703,0.18991119
8601,ANLN,0.9148219438259703,-0.742343,ANLN,0.9148219438259703,0.742343
8602,FYTTD1,0.9148571821720921,-0.2129469,FYTTD1,0.9148571821720921,0.2129469
8603,HAVCR2,0.914892420685558,-0.5865896,HAVCR2,0.914892420685558,0.5865896
8604,UTP20,0.9149628982142463,-0.45479584,UTP20,0.9149628982142463,0.45479584
8605,MRRF,0.9149628982142463,-0.23253657,MRRF,0.9149628982142463,0.23253657
8606,GTF2IRD2,0.9151038552767254,-0.3254014,GTF2IRD2,0.9151038552767254,0.3254014
8607,EXOC4,0.9151390949596739,-0.12896048,EXOC4,0.9151390949596739,0.12896048
8608,PDP1,0.9152095748258844,0.016853977,PDP1,0.9152095748258844,-0.016853977
8609,CDK11A,0.9152448150090088,0.013447617,CDK11A,0.9152448150090088,-0.013447617
8610,C2CD2,0.915280055358721,-0.0032456669,C2CD2,0.915280055358721,0.0032456669
8611,ZNF689,0.9153152958749523,-0.50948685,ZNF689,0.9153152958749523,0.50948685
8612,KRAS,0.9153857774066971,-0.18076597,KRAS,0.9153857774066971,0.18076597
8613,SURF6,0.9153857774066971,-0.18456042,SURF6,0.9153857774066971,0.18456042
8614,TCTA,0.9153857774066971,-0.19489527,TCTA,0.9153857774066971,0.19489527
8615,PYROXD1,0.9154915009514888,-0.22232543,PYROXD1,0.9154915009514888,0.22232543
8616,LYRM9,0.9155267424653909,0.31227872,LYRM9,0.9155267424653909,-0.31227872
8617,PPP1R7,0.9155972259912399,0.023833238,PPP1R7,0.9155972259912399,-0.023833238
8618,R3HCC1,0.9156324680030494,-0.17616117,R3HCC1,0.9156324680030494,0.17616117
8619,DHX8,0.9157029525240944,0.14426358,DHX8,0.9157029525240944,-0.14426358
8620,SERAC1,0.9157381950331923,1.1211777,SERAC1,0.9157381950331923,-1.1211777
8621,RP11-385D13.3,0.9158086805481958,-0.011473096,RP11-385D13.3,0.9158086805481958,0.011473096
8622,RSPO3,0.9158086805481958,2.4826453,RSPO3,0.9158086805481958,-2.4826453
8623,IGKV1D-12,0.9158086805481958,2.5660334,IGKV1D-12,0.9158086805481958,-2.5660334
8624,ANKRD33B,0.9158086805481958,2.269593,ANKRD33B,0.9158086805481958,-2.269593
8625,RP13-494C23.1,0.9158086805481958,2.3514118,RP13-494C23.1,0.9158086805481958,-2.3514118
8626,RBFOX2,0.9158086805481958,2.3234916,RBFOX2,0.9158086805481958,-2.3234916
8627,RAB23,0.9158086805481958,2.715053,RAB23,0.9158086805481958,-2.715053
8628,PMEL,0.9158086805481958,2.1486337,PMEL,0.9158086805481958,-2.1486337
8629,TMEM52B,0.9158086805481958,2.6520848,TMEM52B,0.9158086805481958,-2.6520848
8630,RP11-800A3.3,0.9158086805481958,2.3048682,RP11-800A3.3,0.9158086805481958,-2.3048682
8631,CEP83-AS1,0.9158086805481958,2.7704268,CEP83-AS1,0.9158086805481958,-2.7704268
8632,FAM71A,0.9158086805481958,2.0276897,FAM71A,0.9158086805481958,-2.0276897
8633,RP11-220I1.5,0.9158086805481958,2.2004638,RP11-220I1.5,0.9158086805481958,-2.2004638
8634,RP11-214N9.1,0.9158086805481958,2.8272405,RP11-214N9.1,0.9158086805481958,-2.8272405
8635,ZNF665,0.9158086805481958,2.3779852,ZNF665,0.9158086805481958,-2.3779852
8636,NOTCH4,0.9158086805481958,2.50514,NOTCH4,0.9158086805481958,-2.50514
8637,CHRNA1,0.9158086805481958,2.4503593,CHRNA1,0.9158086805481958,-2.4503593
8638,ZNF114,0.9158086805481958,2.98814,ZNF114,0.9158086805481958,-2.98814
8639,MCUB,0.9158439235539635,-0.1254368,MCUB,0.9158439235539635,0.1254368
8640,CARF,0.9158439235539635,-0.055741206,CARF,0.9158439235539635,0.055741206
8641,TTC12,0.9158439235539635,-0.008418112,TTC12,0.9158439235539635,0.008418112
8642,LILRA2,0.9158791667251505,2.7914438,LILRA2,0.9158791667251505,-2.7914438
8643,RP11-395G23.3,0.9158791667251505,2.4107854,RP11-395G23.3,0.9158791667251505,-2.4107854
8644,GAS7,0.9158791667251505,2.1125605,GAS7,0.9158791667251505,-2.1125605
8645,COL1A1,0.9158791667251505,2.343593,COL1A1,0.9158791667251505,-2.343593
8646,IL18BP,0.9158791667251505,2.028653,IL18BP,0.9158791667251505,-2.028653
8647,SYTL2,0.9158791667251505,2.156375,SYTL2,0.9158791667251505,-2.156375
8648,ITSN1,0.9158791667251505,2.3352695,ITSN1,0.9158791667251505,-2.3352695
8649,ITK,0.9158791667251505,2.1928856,ITK,0.9158791667251505,-2.1928856
8650,TMEM17,0.9158791667251505,2.5472047,TMEM17,0.9158791667251505,-2.5472047
